compound index,SMILES,PMID,animal type,gender,animal weight (g),injection dosage (μCi),logBB at60min,brain at60min,blood at60min,liver at60min,lung at60min,kidney at60min,muscle at60min,spleen at60min,intestine at60min,bone at60min,stomach at60min,uterus at60min,heart at60min,fat at60min,pancreas at60min,ref No,DOI
48373-18F-TZ48-77,OCCOCc1ccc(-c2noc(-c3ccc(OCCF)c(C(F)(F)F)c3)n2)cc1,34934406,BALB/c mouse,,19.0,5.94,0.34,3.78,2.68,17.29,5.18,6.57,1.53,2.92,17.92,,,,4.03,,4.75,48373,10.1155/2021/9982020
48375-18F FSPG,N[C@@H](CC(CCCF)C(=O)O)C(=O)O,26890637,Fischer rat,male,285.0,8109.0,-1.1,0.05,0.15,,,,,,,,,,,,,48375,10.1371/journal.pone.0148628
48378-11CNE40,CCCCOc1c(OC)ccc2cc(C(=O)NC3CCCCC3)c(=O)[nH]c12,22154685,Wistar rat,male,235.0,405.0,-4.01,0.1,5.5,14.2,0.7,2.1,,1.4,22.3,,,,0.4,,0.5,48378,10.1016/j.nucmedbio.2011.09.005
48384-R18F17,CNc1ccc(-c2cc3cc(OC[C@@H](O)CF)ccc3o2)cc1,28419929,ICR mouse,male,20.0,4.5,-0.23,2.55,3.21,,,,,,,3.48,,,,,,48384,10.1016/j.ejmech.2017.03.073
48384-R18F18,CN(C)c1ccc(-c2cc3cc(OC[C@@H](O)CF)ccc3o2)cc1,28419929,ICR mouse,male,20.0,4.5,0.66,4.93,2.55,,,,,,,2.53,,,,,,48384,10.1016/j.ejmech.2017.03.073
48384-S18F17,CNc1ccc(-c2cc3cc(OC[C@H](O)CF)ccc3o2)cc1,28419929,ICR mouse,male,20.0,4.5,-0.54,0.61,1.05,,,,,,,1.67,,,,,,48384,10.1016/j.ejmech.2017.03.073
48384-S18F18,CN(C)c1ccc(-c2cc3cc(OC[C@H](O)CF)ccc3o2)cc1,28419929,ICR mouse,male,20.0,4.5,0.82,1.75,0.77,,,,,,,0.8,,,,,,48384,10.1016/j.ejmech.2017.03.073
48386-18F-FPGal,OCC1OC(n2cc(CCCF)nn2)C(O)C(O)C1O,32307237,Kunming mouse,,20.0,185.0,,,,,,,,,,,,,,,,48386,10.1016/j.bmcl.2020.127187
48393-18F4,O=C(O)CCC(NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O,27228467,NCr-nu/nu mouse,,,50.0,,,0.15,0.83,0.65,8.94,0.29,1.18,,0.46,,,0.75,,,48393,10.1021/acs.jmedchem.5b01850
48393-18F5,O=C(O)CCC(NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NCC(=O)CCCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O,27228467,NCr-nu/nu mouse,,,50.0,,,0.17,0.49,0.43,24.38,0.12,1.02,,0.38,,,0.34,,,48393,10.1021/acs.jmedchem.5b01850
48393-18F6,O=C(O)CCC(NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NCC(=O)CCCCNC(=O)CCCCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O,27228467,NCr-nu/nu mouse,,,50.0,,,0.12,0.49,0.25,5.87,0.15,0.32,,0.45,,,0.23,,,48393,10.1021/acs.jmedchem.5b01850
48394-18F-Fmp2,CC(C)(C)n1ncc(OCc2cccc(Cn3cc(CCF)nn3)c2)c(Cl)c1=O,26094722,Kunming mouse,female,19.0,5.0,,,0.38,10.36,1.72,12.6,12.58,2.19,,6.64,,,34.0,,,48394,10.1002/jlcr.3310
48395-123I-8,C[C@@](N)(/C=C/I)C(=O)O,26444035,BALB/c mouse,male,27.0,45.1,-0.32,0.27,0.37,0.25,0.33,2.68,0.68,0.68,,0.55,,,0.9,0.19,5.75,48395,10.1021/acs.jmedchem.5b01035
48395-76Br5,C[C@](N)(/C=C/Br)C(=O)O,26444035,BALB/c mouse,male,27.0,56.0,-1.17,0.38,1.22,1.03,1.15,5.49,0.98,2.3,,1.18,,,1.67,0.31,14.31,48395,10.1021/acs.jmedchem.5b01035
48398-18F-BMS-721313,COCC(COC)n1cc(Cl)nc(Nc2c(Cl)cc(OCF)cc2Cl)c1=O,24793011,SD rat,male,240.0,300.0,-1.1,0.07,0.21,0.57,0.31,0.5,0.23,,,,,,,,,48398,10.1016/j.nucmedbio.2014.03.005
48398-18F-BMS-732098,COCC(COC)n1cc(Br)nc(Nc2c(C)cc(OCF)cc2C)c1=O,24793011,SD rat,male,240.0,300.0,,,,,,,,,,,,,,,,48398,10.1016/j.nucmedbio.2014.03.005
48399-18F-AMBF3Los,CCCCc1nc(Cl)c(Cn2cc(C[N+](C)(C)C[B-](F)(F)F)nn2)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,32325695,NSG mouse,,,170.0,-2.12,0.01,0.05,0.5,0.06,3.5,0.02,0.2,63.0,0.11,0.06,,0.03,0.01,0.05,48399,10.3390/molecules25081872
48401-18F8,FCCOc1ccc(CN2CCC3(CCCO3)CC2)cc1,32616183,ICR mouse,male,21.0,1411.0,0.79,5.42,2.45,13.86,5.32,6.03,3.3,5.71,9.96,5.45,1.41,,4.19,,19.73,48401,10.1016/j.bmc.2020.115560
48407-5-18Ffluoroleucine,CC(CF)C[C@H](N)C(=O)O,28034351,C57/B6 mouse,,,6.0,-0.07,2.58,2.78,3.78,3.11,5.84,2.52,3.71,3.68,7.68,3.38,,3.39,,31.94,48407,10.2174/1874471009666161230114954
48410-6-18FFPyGly,O=C(O)CNC(=O)c1ccc(F)nc1,31648134,SD rat,,210.0,100.0,-0.92,0.01,0.02,0.01,0.02,0.07,0.01,0.01,0.03,0.05,,,0.01,,,48410,10.1016/j.nucmedbio.2019.09.004
48412-11C-RS-016,CCOCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cccc(OC)c21,25599952,Wistar rat,male,150.0,202.7,,,,,,,,,,,,,,,,48412,10.1016/j.ejmech.2015.01.028
48413-R18F8,C[C@@](N)(CCCF)C(=O)O,25843369,BALB/c mouse,male,27.0,28.9,-0.63,0.56,1.05,1.46,1.65,4.72,1.0,1.96,,2.91,,,1.16,0.41,11.62,48413,10.1021/jm502023y
48413-S18F8,C[C@](N)(CCCF)C(=O)O,25843369,BALB/c mouse,male,27.0,23.0,-1.52,0.85,3.88,4.3,4.05,13.02,2.14,5.05,,6.33,,,2.89,0.77,47.33,48413,10.1021/jm502023y
48414-18F28,N[C@@]1(C(=O)O)C[C@@H](F)[C@@H](F)C1,32946235,Fischer rat,male,185.0,225.0,,0.5,,0.6,0.52,3.32,0.61,,,0.71,,,0.61,,,48414,10.1021/acs.jmedchem.0c01302
48414-18F9,N[C@]1(C(=O)O)C[C@@H](F)[C@@H](F)C1,32946235,Fischer rat,male,185.0,225.0,,0.87,,1.51,0.86,12.5,0.66,,,0.95,,,1.13,,,48414,10.1021/acs.jmedchem.0c01302
48418-18FDMPY2,CN(C)CCNC(=O)c1ccc(F)cn1,32439710,Foxn1nu mouse,,,200.0,-0.28,1.59,2.1,3.41,3.09,10.06,2.49,3.61,4.05,2.68,12.28,,1.99,,2.4,48418,10.1073/pnas.1922313117
48418-18FDMPY3,CN(C)CCNC(=O)c1ccc(F)nc1,32439710,Foxn1nu mouse,,,200.0,0.56,1.98,1.13,2.47,2.77,5.97,2.21,2.19,2.64,1.88,1.57,,1.42,,1.75,48418,10.1073/pnas.1922313117
